,mdot,m,Z,tage
29023,3.5E-06,1.4,0.002,2000
29024,5.8E-06,1.4,0.002,2000
29025,2E-06,1.4,0.002,2000
29026,1.7E-06,1.5,0.002,2000
29027,1.6E-06,1.7,0.002,2000
29028,1.5E-06,1.7,0.002,2000
29029,2.2E-06,1.3,0.002,2000
29030,3.1E-06,1.3,0.002,2000
29031,5.5E-06,1.4,0.002,2000
29032,4.5E-06,1.3,0.002,2000
29033,3.6E-06,1.3,0.002,2000
29034,5.1E-06,1.3,0.002,2000
29035,1.9E-06,1.3,0.002,2000
29036,0.00012,9.5,0.002,2000
29037,2.5E-06,1.4,0.002,2000
29038,3.9E-06,1.3,0.002,2000
29039,1.6E-06,1.6,0.002,2000
29040,2.7E-06,1.4,0.002,2000
29041,1.7E-06,1.4,0.002,2000
29042,2.1E-06,1.4,0.002,2000
29043,3.2E-06,1.3,0.002,2000
29044,2.6E-06,1.3,0.002,2000
29045,3.9E-06,1.4,0.002,2000
29046,2.4E-06,1.4,0.002,2000
29047,2.4E-06,1.2,0.002,2000
29048,1.7E-06,1.5,0.002,2000
29049,8.6E-06,1.3,0.002,2000
29050,1.6E-06,1.7,0.002,2000
29051,1.5E-06,1.7,0.002,2000
29052,7.7E-06,1.4,0.002,2000
29053,1.9E-06,1.3,0.002,2000
29054,1.6E-06,1.6,0.002,2000
29055,9.5E-06,1.4,0.002,2000
29056,1E-05,1.4,0.002,2000
29057,2.1E-06,1.2,0.002,2000
29058,1.9E-06,1.4,0.002,2000
29059,1.7E-06,1.5,0.002,2000
29060,1.5E-06,1.7,0.002,2000
29061,1.9E-06,1.5,0.002,2000
29062,1.5E-06,1.6,0.002,2000
29063,1.5E-06,1.6,0.002,2000
29064,1.7E-06,1.5,0.002,2000
29065,2.8E-06,1.3,0.002,2000
29066,4.8E-06,1.4,0.002,2000
29067,4.5E-06,1.4,0.002,2000
29068,3.3E-06,1.4,0.002,2000
29069,0.00015,1.3,0.002,2000
29070,2E-06,1.4,0.002,2000
29071,3.3E-06,1.4,0.002,2000
29072,2.2E-06,1.4,0.002,2000
29073,1.6E-06,1.6,0.002,2000
29074,1.9E-06,1.5,0.002,2000
29075,1.8E-06,1.4,0.002,2000
29076,1.6E-06,1.5,0.002,2000
29077,0.00011,1.5,0.002,2000
29078,1.9E-06,1.3,0.002,2000
29079,2E-06,1.4,0.002,2000
29080,2.6E-06,1.3,0.002,2000
29081,1.9E-06,1.4,0.002,2000
29082,4.7E-06,1.3,0.002,2000
29083,2.4E-06,1.3,0.002,2000
29084,1.8E-06,1.5,0.002,2000
29085,1.8E-06,1.5,0.002,2000
29086,1.9E-06,1.4,0.002,2000
29087,2.1E-06,1.4,0.002,2000
29088,1.7E-06,1.5,0.002,2000
29089,1.7E-06,1.5,0.002,2000
29090,2.3E-06,1.4,0.002,2000
29091,1.8E-06,1.4,0.002,2000
29092,4.4E-06,1.3,0.002,2000
29093,2E-06,1.3,0.002,2000
29094,2.4E-05,1.2,0.002,2000
29095,2.7E-06,1.4,0.002,2000
29096,3.5E-06,1.4,0.002,2000
29097,2.2E-06,1.4,0.002,2000
29098,1.5E-06,1.7,0.002,2000
29099,4.7E-06,1.3,0.002,2000
29100,1.6E-06,1.5,0.002,2000
29101,1.6E-06,1.7,0.002,2000
29102,3.5E-06,1.3,0.002,2000
29103,1.5E-06,1.8,0.002,2000
29104,3E-06,1.3,0.002,2000
29105,2.1E-06,1.3,0.002,2000
29106,3.8E-06,1.4,0.002,2000
29107,1.7E-06,1.6,0.002,2000
29108,1E-05,1.4,0.002,2000
29109,2.1E-06,1.4,0.002,2000
29110,1.6E-06,1.6,0.002,2000
29111,2.9E-06,1.4,0.002,2000
29112,9.6E-06,1.4,0.002,2000
29113,2.7E-06,1.3,0.002,2000
29114,1.7E-06,1.6,0.002,2000
29115,1.6E-06,1.6,0.002,2000
29116,3.7E-06,1.2,0.002,2000
29117,4.3E-06,1.4,0.002,2000
29118,2.1E-06,1.3,0.002,2000
29119,2E-06,1.4,0.002,2000
29120,2.7E-06,1.3,0.002,2000
29121,3.4E-06,1.3,0.002,2000
29122,2.4E-06,1.4,0.002,2000
29123,2E-06,1.4,0.002,2000
29124,1.8E-06,1.4,0.002,2000
29125,5.5E-06,1.4,0.002,2000
29126,2.5E-06,1.4,0.002,2000
29127,1.6E-06,1.6,0.002,2000
29128,5.6E-06,1.4,0.002,2000
29129,5.1E-06,1.3,0.002,2000
29130,6.9E-05,1.3,0.002,2000
29131,4.7E-06,1.4,0.002,2000
29132,9E-06,1.3,0.002,2000
29133,1.6E-06,1.6,0.002,2000
29134,1.8E-06,1.3,0.002,2000
29135,1.7E-06,1.4,0.002,2000
29136,2.6E-06,1.4,0.002,2000
29137,7.9E-06,1.4,0.002,2000
29138,3.4E-06,1.3,0.002,2000
29139,0.00015,1.3,0.002,2000
29140,6.3E-06,1.4,0.002,2000
29141,3E-06,1.4,0.002,2000
29142,3.2E-06,1.4,0.002,2000
29143,1.8E-06,1.3,0.002,2000
29144,7.6E-06,1.4,0.002,2000
29145,1.5E-06,1.7,0.002,2000
29146,1.9E-06,1.4,0.002,2000
29147,1.8E-06,1.4,0.002,2000
29148,1.7E-06,1.5,0.002,2000
29149,1.5E-06,1.7,0.002,2000
29150,4.7E-06,1.4,0.002,2000
29151,4.1E-06,1.4,0.002,2000
29152,1.7E-06,1.5,0.002,2000
29153,1.9E-06,1.3,0.002,2000
29154,1.9E-06,1.4,0.002,2000
29155,2.3E-06,1.4,0.002,2000
29156,2.7E-06,1.4,0.002,2000
29157,1.9E-06,1.4,0.002,2000
29158,4.7E-06,1.3,0.002,2000
29159,2.6E-06,1.3,0.002,2000
29160,0.00031,1.6,0.002,2000
29161,1.9E-05,1.3,0.002,2000
29162,1.8E-06,1.5,0.002,2000
29163,2.4E-06,1.4,0.002,2000
29164,1.6E-06,1.6,0.002,2000
29165,1.7E-06,1.5,0.002,2000
29166,1.8E-06,1.5,0.002,2000
29167,2.3E-06,1.3,0.002,2000
29168,1.7E-06,1.5,0.002,2000
29169,2.5E-06,1.3,0.002,2000
29170,3.3E-06,1.3,0.002,2000
29171,1.8E-06,1.4,0.002,2000
29172,1.6E-06,1.6,0.002,2000
29173,3.5E-06,1.4,0.002,2000
29174,1.6E-06,1.6,0.002,2000
29175,3.8E-06,1.4,0.002,2000
29176,2.7E-06,1.4,0.002,2000
29177,3.4E-06,1.3,0.002,2000
29178,3E-06,1.3,0.002,2000
29179,4.2E-06,1.4,0.002,2000
29180,3.8E-06,1.4,0.002,2000
29181,1.1E-05,1.4,0.002,2000
29182,2.2E-06,1.4,0.002,2000
29183,1.6E-06,1.4,0.002,2000
29184,2.8E-06,1.3,0.002,2000
29185,5.4E-06,1.3,0.002,2000
29186,2.4E-06,1.4,0.002,2000
29187,1.6E-06,1.7,0.002,2000
29188,1.6E-06,1.7,0.002,2000
29189,2E-06,1.4,0.002,2000
29190,2.5E-06,1.3,0.002,2000
29191,1.6E-06,1.6,0.002,2000
29192,5.5E-06,1.3,0.002,2000
29193,2.1E-06,1.4,0.002,2000
29194,3.2E-06,1.4,0.002,2000
29195,1.9E-06,1.4,0.002,2000
29196,1E-05,1.4,0.002,2000
29197,1.9E-06,1.4,0.002,2000
29198,1.7E-06,1.5,0.002,2000
29199,2E-06,1.4,0.002,2000
29200,2.5E-06,1.4,0.002,2000
29201,3E-06,1.3,0.002,2000
29202,4.5E-06,1.3,0.002,2000
29203,3.8E-06,1.4,0.002,2000
29204,2.6E-06,1.3,0.002,2000
29205,1.9E-06,1.3,0.002,2000
29206,2E-06,1.4,0.002,2000
29207,1.8E-06,1.4,0.002,2000
29208,1.7E-06,1.5,0.002,2000
29209,2.4E-06,1.4,0.002,2000
29210,2.6E-06,1.4,0.002,2000
29211,1.5E-06,1.6,0.002,2000
29212,1.5E-06,1.4,0.002,2000
29213,1.5E-05,1.4,0.002,2000
29214,2.1E-06,1.4,0.002,2000
29215,2.4E-06,1.3,0.002,2000
29216,2.1E-06,1.4,0.002,2000
29217,3.4E-06,1.3,0.002,2000
29218,6.6E-06,1.4,0.002,2000
29219,2.8E-06,1.3,0.002,2000
29220,5E-06,1.4,0.002,2000
29221,1.8E-06,1.4,0.002,2000
29222,1.4E-05,1.3,0.002,2000
29223,6.1E-06,1.4,0.002,2000
29224,2.2E-06,1.4,0.002,2000
29225,1.5E-06,1.7,0.002,2000
29226,1.6E-06,1.5,0.002,2000
29227,4E-06,1.3,0.002,2000
29228,1.5E-06,1.7,0.002,2000
29229,2.6E-06,1.4,0.002,2000
29230,2.3E-06,1.4,0.002,2000
29231,1.6E-06,1.5,0.002,2000
29232,1.9E-06,1.4,0.002,2000
29233,1.5E-06,1.7,0.002,2000
29234,1.7E-06,1.6,0.002,2000
29235,9.3E-06,1.3,0.002,2000
29236,4.3E-06,1.2,0.002,2000
29237,1.6E-06,1.7,0.002,2000
29238,3.9E-06,1.4,0.002,2000
29239,1.8E-06,1.5,0.002,2000
29240,2.5E-06,1.4,0.002,2000
29241,0.0027,1.9,0.002,2000
29242,8.8E-05,1.5,0.002,2000
29243,2.9E-05,1.3,0.002,2000
29244,1.6E-06,1.5,0.002,2000
29245,4E-06,1.4,0.002,2000
29246,0.00012,1.7,0.002,2000
29247,3.3E-06,1.3,0.002,2000
29248,1.7E-06,1.4,0.002,2000
29249,3E-06,1.4,0.002,2000
29250,2.7E-06,1.4,0.002,2000
29251,2.5E-06,1.3,0.002,2000
29252,1.9E-06,1.3,0.002,2000
29253,1.8E-06,1.5,0.002,2000
29254,1.9E-06,1.4,0.002,2000
29255,5.2E-06,1.4,0.002,2000
29256,1.6E-06,1.6,0.002,2000
29257,1.5E-06,1.7,0.002,2000
29258,6.8E-06,1.4,0.002,2000
29259,1.9E-06,1.4,0.002,2000
29260,1.9E-06,1.4,0.002,2000
29261,2.3E-06,1.4,0.002,2000
29262,1.7E-06,1.6,0.002,2000
29263,1.7E-06,1.5,0.002,2000
29264,3.6E-06,1.3,0.002,2000
29265,5.8E-06,1.4,0.002,2000
29266,0.00019,1.5,0.002,2000
29267,2E-06,1.4,0.002,2000
29268,1.8E-06,1.4,0.002,2000
29269,1.8E-06,1.4,0.002,2000
29270,3.6E-06,1.4,0.002,2000
29271,1.6E-06,1.5,0.002,2000
29272,3.6E-06,1.4,0.002,2000
29273,3.9E-06,1.2,0.002,2000
29274,1.9E-06,1.4,0.002,2000
29275,0.0029,1.3,0.002,2000
29276,2.2E-06,1.4,0.002,2000
29277,1.6E-06,1.6,0.002,2000
29278,2.9E-06,1.4,0.002,2000
29279,1.6E-06,1.6,0.002,2000
29280,1.9E-06,1.4,0.002,2000
29281,2.4E-06,1.4,0.002,2000
29282,0.00014,1.9,0.002,2000
29283,1.1E-05,1.3,0.002,2000
29284,0.00013,2,0.002,2000
29285,2.4E-06,1.4,0.002,2000
29286,1.4E-05,1.4,0.002,2000
29287,1.8E-06,1.5,0.002,2000
29288,1.7E-06,1.6,0.002,2000
29289,7.6E-06,1.4,0.002,2000
29290,2E-06,1.4,0.002,2000
29291,2.2E-06,1.3,0.002,2000
29292,1.7E-06,1.5,0.002,2000
29293,4.4E-06,1.4,0.002,2000
29294,1.6E-06,1.5,0.002,2000
29295,3.1E-06,1.4,0.002,2000
29296,1.6E-06,1.6,0.002,2000
29297,1.9E-06,1.4,0.002,2000
29298,1.5E-05,1.3,0.002,2000
29299,1.6E-06,1.5,0.002,2000
29300,1.6E-06,1.6,0.002,2000
29301,1.6E-06,1.5,0.002,2000
29302,1.5E-06,1.7,0.002,2000
29303,3.4E-06,1.4,0.002,2000
29304,3.4E-06,1.4,0.002,2000
29305,3.4E-06,1.3,0.002,2000
29306,1.9E-06,1.3,0.002,2000
29307,0.001,1.6,0.002,2000
29308,2E-06,1.4,0.002,2000
29309,1.9E-06,1.3,0.002,2000
29310,1.8E-06,1.3,0.002,2000
29311,1.6E-06,1.6,0.002,2000
29312,8.9E-06,1.2,0.002,2000
29313,1.6E-06,1.6,0.002,2000
29314,2E-06,1.3,0.002,2000
29315,2E-06,1.5,0.002,2000
29316,1.5E-06,1.8,0.002,2000
29317,1.5E-06,1.7,0.002,2000
29318,3.2E-06,1.3,0.002,2000
29319,2.7E-06,1.4,0.002,2000
29320,1.5E-06,1.7,0.002,2000
29321,2.8E-06,1.4,0.002,2000
29322,2.1E-06,1.3,0.002,2000
29323,1.9E-06,1.4,0.002,2000
29324,2E-06,1.3,0.002,2000
29325,2.8E-06,1.3,0.002,2000
29326,2.1E-06,1.4,0.002,2000
29327,8.4E-06,1.4,0.002,2000
29328,5.2E-06,1.3,0.002,2000
29329,1.6E-06,1.6,0.002,2000
29330,1.8E-06,1.4,0.002,2000
29331,6.7E-06,1.3,0.002,2000
29332,4.7E-06,1.3,0.002,2000
29333,3.2E-06,1.3,0.002,2000
29334,1.9E-06,1.4,0.002,2000
29335,2.6E-05,1.3,0.002,2000
29336,4.2E-06,1.3,0.002,2000
29337,2.4E-06,1.4,0.002,2000
29338,3E-06,1.3,0.002,2000
29339,7E-06,1.3,0.002,2000
29340,1.6E-06,1.6,0.002,2000
29341,2.1E-06,1.3,0.002,2000
29342,1.7E-06,1.6,0.002,2000
29343,1.6E-06,1.6,0.002,2000
29344,4.6E-06,1.4,0.002,2000
29345,1.6E-06,1.6,0.002,2000
29346,1.7E-06,1.5,0.002,2000
29347,1.1E-05,1.4,0.002,2000
29348,1.5E-06,1.8,0.002,2000
29349,3.2E-06,1.3,0.002,2000
29350,3.1E-06,1.3,0.002,2000
29351,1.6E-06,1.6,0.002,2000
29352,1.6E-06,1.6,0.002,2000
29353,2.3E-06,1.4,0.002,2000
29354,2.2E-06,1.3,0.002,2000
29355,3.6E-06,1.4,0.002,2000
29356,2.4E-06,1.2,0.002,2000
29357,1.7E-06,1.5,0.002,2000
29358,2.5E-06,1.4,0.002,2000
29359,2.1E-06,1.4,0.002,2000
29360,1.8E-06,1.4,0.002,2000
29361,3.8E-06,1.4,0.002,2000
29362,5.9E-06,1.4,0.002,2000
29363,4.2E-06,1.4,0.002,2000
29364,2.9E-06,1.4,0.002,2000
29365,5E-06,1.3,0.002,2000
29366,2E-06,1.3,0.002,2000
29367,5.8E-06,1.4,0.002,2000
29368,1.3E-05,1.3,0.002,2000
29369,5.1E-06,1.3,0.002,2000
29370,1.9E-06,1.4,0.002,2000
29371,1.6E-06,1.5,0.002,2000
29372,2.2E-06,1.3,0.002,2000
29373,1.5E-06,1.8,0.002,2000
29374,2.7E-06,1.4,0.002,2000
29375,1.9E-06,1.4,0.002,2000
29376,5.8E-06,1.3,0.002,2000
29377,6.6E-06,1.4,0.002,2000
29378,4.9E-06,1.3,0.002,2000
29379,1.3E-05,1.3,0.002,2000
29380,6.9E-06,1.3,0.002,2000
29381,5.1E-06,1.4,0.002,2000
29382,3.9E-06,1.4,0.002,2000
29383,2.6E-06,1.4,0.002,2000
29384,0.00014,1.4,0.002,2000
29385,4.5E-06,1.3,0.002,2000
29386,9.7E-06,1.3,0.002,2000
29387,2.1E-06,1.3,0.002,2000
29388,2.4E-06,1.4,0.002,2000
29389,1.6E-06,1.6,0.002,2000
29390,0.00013,1.9,0.002,2000
29391,1.8E-06,1.4,0.002,2000
29392,1.6E-06,1.5,0.002,2000
29393,1.5E-06,1.8,0.002,2000
29394,2.2E-06,1.4,0.002,2000
29395,3.2E-06,1.3,0.002,2000
29396,1.5E-06,1.6,0.002,2000
29397,1.7E-06,1.5,0.002,2000
29398,2.9E-06,1.4,0.002,2000
29399,0.00013,2.3,0.002,2000
29400,1.5E-06,1.7,0.002,2000
29401,1.9E-06,1.4,0.002,2000
29402,3.9E-06,1.3,0.002,2000
29403,3.8E-06,1.3,0.002,2000
29404,1.5E-06,1.6,0.002,2000
29405,1.2E-05,1.4,0.002,2000
29406,1.1E-05,1.4,0.002,2000
29407,1.8E-06,1.5,0.002,2000
29408,1.6E-06,1.6,0.002,2000
29409,1.5E-06,1.6,0.002,2000
29410,1.6E-06,1.5,0.002,2000
29411,1.6E-06,1.7,0.002,2000
29412,1.6E-06,1.5,0.002,2000
29413,1.6E-06,1.6,0.002,2000
29414,1.5E-06,1.6,0.002,2000
29415,1.6E-06,1.6,0.002,2000
29416,1.9E-06,1.4,0.002,2000
29417,0.029,1.5,0.002,2000
29418,4E-06,1.4,0.002,2000
29419,2.8E-06,1.4,0.002,2000
29420,1.6E-06,1.5,0.002,2000
29421,1.7E-06,1.5,0.002,2000
29422,1.7E-06,1.5,0.002,2000
29423,8.9E-06,1.4,0.002,2000
29424,2.7E-06,1.3,0.002,2000
29425,1.7E-06,1.4,0.002,2000
29426,1.7E-06,1.6,0.002,2000
29427,2E-06,1.4,0.002,2000
29428,1.8E-06,1.4,0.002,2000
29429,1.6E-06,1.6,0.002,2000
29430,2.2E-06,1.4,0.002,2000
29431,3.3E-06,1.4,0.002,2000
29432,1.8E-06,1.4,0.002,2000
29433,2.8E-06,1.4,0.002,2000
29434,2.3E-06,1.4,0.002,2000
29435,1.5E-06,1.7,0.002,2000
29436,2E-06,1.4,0.002,2000
29437,2.1E-06,1.4,0.002,2000
29438,2.3E-06,1.4,0.002,2000
29439,4.8E-06,1.3,0.002,2000
29440,1.9E-06,1.4,0.002,2000
29441,1.7E-06,1.5,0.002,2000
29442,1.7E-06,1.5,0.002,2000
29443,2.4E-06,1.3,0.002,2000
29444,6.3E-06,1.3,0.002,2000
29445,1.9E-06,1.5,0.002,2000
29446,5E-06,1.4,0.002,2000
29447,3.4E-06,1.4,0.002,2000
29448,2E-06,1.4,0.002,2000
29449,1.8E-06,1.4,0.002,2000
29450,1.5E-06,1.6,0.002,2000
29451,1.8E-06,1.4,0.002,2000
29452,2.4E-06,1.3,0.002,2000
29453,3.5E-06,1.3,0.002,2000
29454,1.7E-06,1.4,0.002,2000
29455,8.2E-06,1.3,0.002,2000
29456,1.5E-06,1.7,0.002,2000
29457,1.9E-06,1.4,0.002,2000
29458,1.7E-06,1.4,0.002,2000
29459,1.5E-06,1.7,0.002,2000
29460,3.5E-06,1.4,0.002,2000
29461,1.8E-06,1.5,0.002,2000
29462,1.9E-06,1.4,0.002,2000
29463,4.6E-06,1.4,0.002,2000
29464,3.7E-06,1.4,0.002,2000
29465,6.7E-06,1.4,0.002,2000
29466,3.2E-06,1.4,0.002,2000
29467,2E-06,1.4,0.002,2000
29468,1.3E-05,1.4,0.002,2000
29469,1.9E-06,1.4,0.002,2000
29470,1.6E-06,1.6,0.002,2000
29471,3.8E-06,1.3,0.002,2000
29472,4.1E-06,1.4,0.002,2000
29473,3.5E-06,1.4,0.002,2000
29474,1.8E-06,1.4,0.002,2000
29475,1.6E-06,1.4,0.002,2000
29476,4.7E-06,1.4,0.002,2000
29477,1.5E-06,1.7,0.002,2000
29478,1.6E-06,1.7,0.002,2000
29479,6.4E-06,1.3,0.002,2000
29480,1.6E-06,1.6,0.002,2000
29481,1.9E-06,1.4,0.002,2000
29482,2.8E-06,1.4,0.002,2000
29483,1.7E-06,1.5,0.002,2000
29484,3.3E-06,1.4,0.002,2000
29485,1.9E-06,1.3,0.002,2000
29486,2.9E-06,1.3,0.002,2000
29487,1.6E-06,1.6,0.002,2000
29488,3.2E-06,1.3,0.002,2000
29489,2.4E-06,1.3,0.002,2000
29490,1.5E-06,1.6,0.002,2000
29491,2.3E-06,1.4,0.002,2000
29492,2.8E-06,1.3,0.002,2000
29493,5.6E-05,1.3,0.002,2000
29494,1.6E-06,1.6,0.002,2000
29495,1.8E-06,1.5,0.002,2000
29496,1.5E-06,1.7,0.002,2000
29497,1.6E-06,1.5,0.002,2000
29498,2.9E-06,1.4,0.002,2000
29499,4.9E-06,1.4,0.002,2000
29500,6.8E-05,1.3,0.002,2000
29501,0.0001,1.4,0.002,2000
29502,4.5E-06,1.3,0.002,2000
29503,1.8E-06,1.4,0.002,2000
29504,1.9E-06,1.4,0.002,2000
29505,1.8E-06,1.5,0.002,2000
29506,2.4E-05,1.3,0.002,2000
29507,1.7E-06,1.5,0.002,2000
29508,1.6E-06,1.7,0.002,2000
29509,5.5E-06,1.4,0.002,2000
29510,4E-06,1.3,0.002,2000
29511,4.3E-06,1.4,0.002,2000
29512,2.6E-06,1.4,0.002,2000
29513,3.9E-06,1.3,0.002,2000
29514,1.5E-06,1.7,0.002,2000
29515,2.2E-06,1.3,0.002,2000
29516,1.6E-06,1.5,0.002,2000
29517,3.4E-06,1.4,0.002,2000
29518,2E-06,1.4,0.002,2000
29519,5E-06,1.4,0.002,2000
29520,4.6E-06,1.4,0.002,2000
29521,1.6E-06,1.6,0.002,2000
29522,5E-06,1.3,0.002,2000
29523,9.4E-05,1.5,0.002,2000
29524,1.9E-06,1.4,0.002,2000
29525,2.2E-06,1.3,0.002,2000
29526,2.7E-06,1.3,0.002,2000
29527,1.8E-06,1.4,0.002,2000
29528,1.7E-06,1.5,0.002,2000
29529,2.7E-06,1.4,0.002,2000
29530,4.2E-06,1.4,0.002,2000
29531,1.9E-06,1.4,0.002,2000
29532,2E-06,1.4,0.002,2000
29533,1.8E-06,1.5,0.002,2000
29534,1.5E-06,1.7,0.002,2000
29535,4.1E-06,1.4,0.002,2000
29536,1.5E-06,1.7,0.002,2000
29537,3.2E-06,1.4,0.002,2000
29538,2E-06,1.4,0.002,2000
29539,2.7E-06,1.3,0.002,2000
29540,2.7E-06,1.4,0.002,2000
29541,3.1E-06,1.4,0.002,2000
29542,2.9E-06,1.4,0.002,2000
29543,2.6E-06,1.4,0.002,2000
29544,7.3E-06,1.3,0.002,2000
29545,8.3E-05,1.5,0.002,2000
29546,3.5E-06,1.3,0.002,2000
29547,2.1E-06,1.4,0.002,2000
29548,1.5E-06,1.7,0.002,2000
29549,5.2E-06,1.4,0.002,2000
29550,1.6E-06,1.6,0.002,2000
29551,1.9E-06,1.4,0.002,2000
29552,3.1E-06,1.4,0.002,2000
29553,3.9E-06,1.3,0.002,2000
29554,1.5E-06,1.7,0.002,2000
29555,2.1E-06,1.4,0.002,2000
29556,2.1E-06,1.3,0.002,2000
29557,3.7E-06,1.3,0.002,2000
29558,2.5E-06,1.4,0.002,2000
29559,1.9E-06,1.3,0.002,2000
29560,8.9E-05,1.5,0.002,2000
29561,1.7E-06,1.4,0.002,2000
29562,4.3E-06,1.3,0.002,2000
29563,1.6E-06,1.7,0.002,2000
29564,1.8E-06,1.4,0.002,2000
29565,6.3E-06,1.4,0.002,2000
29566,2.7E-06,1.2,0.002,2000
29567,6.8E-06,1.2,0.002,2000
29568,1.9E-06,1.3,0.002,2000
29569,4.2E-06,1.4,0.002,2000
29570,1.5E-06,1.7,0.002,2000
29571,1.5E-06,1.6,0.002,2000
29572,1.7E-06,1.4,0.002,2000
29573,1.8E-06,1.4,0.002,2000
29574,2.4E-06,1.4,0.002,2000
29575,1.5E-06,1.7,0.002,2000
29576,1.9E-06,1.4,0.002,2000
29577,1.7E-06,1.5,0.002,2000
29578,1.6E-06,1.6,0.002,2000
29579,1.9E-06,1.3,0.002,2000
29580,3.8E-06,1.3,0.002,2000
29581,2.5E-06,1.4,0.002,2000
29582,5.2E-06,1.3,0.002,2000
29583,5.9E-06,1.3,0.002,2000
29584,1.8E-06,1.4,0.002,2000
29585,8E-06,1.4,0.002,2000
29586,2.7E-06,1.3,0.002,2000
29587,3.7E-06,1.4,0.002,2000
29588,2.5E-06,1.3,0.002,2000
29589,2.1E-06,1.4,0.002,2000
29590,3.8E-06,1.4,0.002,2000
29591,1.9E-06,1.4,0.002,2000
29592,2.5E-05,1.3,0.002,2000
29593,4.8E-06,1.4,0.002,2000
29594,1.7E-06,1.5,0.002,2000
29595,3.7E-06,1.3,0.002,2000
29596,1.6E-06,1.7,0.002,2000
29597,1.6E-06,1.5,0.002,2000
29598,1.9E-06,1.3,0.002,2000
29599,2.2E-06,1.4,0.002,2000
29600,6.6E-06,1.2,0.002,2000
29601,0.00011,1.3,0.002,2000
29602,1.8E-06,1.4,0.002,2000
29603,1.5E-05,1.4,0.002,2000
29604,1.8E-06,1.4,0.002,2000
29605,2.2E-06,1.4,0.002,2000
29606,1.5E-06,1.7,0.002,2000
29607,2.3E-06,1.4,0.002,2000
29608,6.5E-06,1.4,0.002,2000
29609,0.00014,2.3,0.002,2000
29610,2.8E-06,1.4,0.002,2000
29611,2E-06,1.4,0.002,2000
29612,2.9E-06,1.4,0.002,2000
29613,1.8E-06,1.5,0.002,2000
29614,2.4E-06,1.4,0.002,2000
29615,1.5E-06,1.6,0.002,2000
29616,2.5E-06,1.4,0.002,2000
29617,1E-05,1.3,0.002,2000
29618,2.7E-06,1.4,0.002,2000
29619,2.1E-06,1.4,0.002,2000
29620,7.9E-06,1.4,0.002,2000
29621,2.8E-06,1.4,0.002,2000
29622,4.1E-06,1.4,0.002,2000
29623,1.6E-06,1.6,0.002,2000
29624,2E-06,1.4,0.002,2000
29625,1.6E-06,1.5,0.002,2000
29626,2.3E-06,1.3,0.002,2000
29627,1.8E-06,1.4,0.002,2000
29628,0.00011,1.3,0.002,2000
29629,1.7E-06,1.5,0.002,2000
29630,3E-06,1.4,0.002,2000
29631,1.6E-06,1.5,0.002,2000
29632,3.1E-06,1.3,0.002,2000
29633,2.1E-06,1.3,0.002,2000
29634,6.9E-06,1.4,0.002,2000
29635,3.3E-06,1.4,0.002,2000
29636,1.8E-06,1.4,0.002,2000
29637,3.5E-06,1.4,0.002,2000
29638,1.8E-06,1.4,0.002,2000
29639,1.9E-05,1.4,0.002,2000
29640,1.6E-06,1.7,0.002,2000
29641,2.1E-05,1.3,0.002,2000
29642,0.00019,1.4,0.002,2000
29643,1.8E-06,1.4,0.002,2000
29644,1.8E-06,1.5,0.002,2000
29645,1.6E-06,1.7,0.002,2000
29646,2.1E-06,1.3,0.002,2000
29647,0.00013,1.9,0.002,2000
29648,1.7E-06,1.5,0.002,2000
29649,1.6E-06,1.6,0.002,2000
29650,6.5E-06,1.4,0.002,2000
29651,2E-06,1.4,0.002,2000
29652,2.6E-06,1.4,0.002,2000
29653,1.6E-06,1.6,0.002,2000
29654,0.0024,1.9,0.002,2000
29655,1.7E-06,1.5,0.002,2000
29656,3.1E-06,1.3,0.002,2000
29657,2.4E-06,1.4,0.002,2000
29658,6.7E-06,1.3,0.002,2000
29659,1.7E-06,1.5,0.002,2000
29660,1.6E-06,1.7,0.002,2000
29661,7.3E-06,1.2,0.002,2000
29662,2.6E-06,1.2,0.002,2000
29663,2.9E-06,1.4,0.002,2000
29664,1.6E-06,1.6,0.002,2000
29665,6.7E-06,1.4,0.002,2000
29666,2E-06,1.4,0.002,2000
29667,5.6E-06,1.3,0.002,2000
29668,1.6E-06,1.7,0.002,2000
29669,1.1E-05,1.2,0.002,2000
29670,1.7E-06,1.6,0.002,2000
29671,1.7E-06,1.4,0.002,2000
29672,3.6E-05,1.3,0.002,2000
29673,1.9E-06,1.4,0.002,2000
29674,1.5E-06,1.7,0.002,2000
29675,1.9E-05,1.4,0.002,2000
29676,2E-06,1.3,0.002,2000
29677,1.5E-06,1.6,0.002,2000
29678,2.5E-06,1.4,0.002,2000
29679,2.4E-06,1.4,0.002,2000
29680,1.7E-05,1.4,0.002,2000
29681,1.8E-06,1.4,0.002,2000
29682,2.3E-06,1.3,0.002,2000
29683,2.3E-06,1.4,0.002,2000
29684,1.8E-06,1.4,0.002,2000
29685,2.4E-06,1.4,0.002,2000
29686,1.9E-06,1.3,0.002,2000
29687,5.8E-06,1.4,0.002,2000
29688,1.7E-06,1.5,0.002,2000
29689,2.6E-06,1.4,0.002,2000
29690,6E-05,1.3,0.002,2000
29691,1.8E-06,1.5,0.002,2000
29692,1.7E-06,1.4,0.002,2000
29693,1.8E-06,1.4,0.002,2000
29694,2.2E-06,1.3,0.002,2000
29695,2.7E-06,1.4,0.002,2000
